ID,item_cnt_month
0,0.49807888
1,0.13718572
2,0.8651187
3,0.19021876
4,0.13718572
5,0.4883886
6,1.1176337
7,0.11425527
8,0.92602825
9,0.13718572
10,2.716027
11,0.25067756
12,0.11426857
13,0.36192924
14,1.5594779
15,2.56395
16,0.13718572
17,0.12100594
18,1.3363775
19,0.08725429
20,0.6857728
21,0.13718572
22,0.84439826
23,0.7789547
24,1.473082
25,0.13718572
26,0.13718572
27,0.52053833
28,0.7855895
29,3.3658853
30,0.41952902
31,0.13718572
32,0.43672395
33,0.5599774
34,0.10917783
35,0.12119417
36,0.13188569
37,0.52603275
38,0.24937361
39,0.1365501
40,0.65325
41,0.9924185
42,3.1583207
43,3.1146991
44,0.4266994
45,0.13718572
46,0.76124805
47,0.18272322
48,0.27165985
49,0.9467277
50,1.4004626
51,0.25067756
52,0.6198556
53,0.18802986
54,5.8371453
55,3.1283057
56,2.2980847
57,2.1245458
58,5.6519694
59,4.602915
60,4.980583
61,0.45775396
62,0.36951184
63,0.3466484
64,0.13718572
65,0.13718572
66,0.79335195
67,0.12152832
68,0.4266994
69,0.10940468
70,0.13718572
71,1.7611552
72,0.49042267
73,0.9882714
74,0.13718572
75,0.13718572
76,0.33221084
77,0.13718572
78,0.33944476
79,0.6879619
80,0.94951755
81,3.1284897
82,0.8412986
83,0.2196108
84,0.9116518
85,1.1764432
86,0.667333
87,0.10897377
88,3.2453978
89,1.3012985
90,0.817222
91,0.3986752
92,2.0781207
93,0.19021876
94,0.19942042
95,0.11277869
96,0.12152832
97,0.47290432
98,0.6566349
99,1.3901745
100,0.716808
101,0.6977667
102,0.2346771
103,0.3986752
104,0.10882813
105,0.13718572
106,0.13718572
107,0.6077623
108,0.117652826
109,0.13718572
110,0.22970131
111,0.13718572
112,0.13718572
113,0.13718572
114,0.28916058
115,0.2705024
116,0.13718572
117,0.12821814
118,9.2556305
119,0.13793437
120,0.09499525
121,0.10483821
122,0.32441464
123,0.5422972
124,0.5745571
125,1.1902323
126,0.13718572
127,0.112862796
128,0.13718572
129,0.2519468
130,0.3986752
131,0.13718572
132,0.3986752
133,2.9376829
134,0.10338269
135,0.3986752
136,0.25067756
137,0.13718572
138,0.9854565
139,0.13718572
140,0.22843358
141,0.5138188
142,0.13557763
143,0.25067756
144,0.13718572
145,0.13718572
146,0.13718572
147,0.16225325
148,0.13718572
149,0.13718572
150,0.11941931
151,0.13718572
152,5.7041144
153,0.30428514
154,0.13718572
155,0.18037888
156,0.2379719
157,0.121477455
158,0.19108991
159,0.39393336
160,0.13718572
161,0.25067756
162,0.13718572
163,0.44519466
164,0.40685064
165,0.13484544
166,0.5910546
167,0.12549324
168,0.13718572
169,0.12001419
170,0.25067756
171,0.5314811
172,0.33976752
173,1.2069291
174,1.4348128
175,2.9168727
176,1.3144128
177,0.13718572
178,0.4712149
179,0.12713146
180,1.0286573
181,0.38613403
182,0.13718572
183,0.13571003
184,0.23394619
185,0.13718572
186,0.116785586
187,0.17153403
188,0.13718572
189,0.13718572
190,0.13718572
191,0.6722988
192,0.65325
193,0.15233722
194,0.121477455
195,0.1508671
196,0.3986752
197,2.3741524
198,1.1389815
199,0.13718572
200,0.13718572
201,0.13718572
202,0.18232651
203,1.2324911
204,0.11913993
205,0.13718572
206,0.13718572
207,0.1234484
208,1.2722753
209,0.5377328
210,0.22747655
211,0.13933846
212,0.108613186
213,0.3986752
214,0.12798524
215,0.6267984
216,0.44869614
217,0.22216617
218,1.9585305
219,0.42338723
220,0.42662382
221,0.13718572
222,0.13718572
223,0.84351295
224,2.5059917
225,0.40285605
226,0.379677
227,0.13718572
228,0.251955
229,0.13718572
230,0.13718572
231,0.4562531
232,0.13718572
233,0.34833634
234,0.13718572
235,0.17299783
236,0.21877459
237,0.3802337
238,0.3986752
239,0.22249591
240,0.8538912
241,0.09662597
242,0.13718572
243,0.13718572
244,0.13718572
245,0.2385416
246,1.6028003
247,0.5023992
248,0.49221015
249,0.12129414
250,0.7498382
251,0.1917713
252,0.26263934
253,1.0295267
254,0.39364582
255,5.7041144
256,0.13718572
257,0.18591033
258,0.49267858
259,0.21424657
260,0.09902147
261,0.13800542
262,0.24206878
263,0.13718572
264,0.09194497
265,0.45051384
266,0.13718572
267,0.25067756
268,0.12119417
269,0.13850242
270,1.1284494
271,0.13097993
272,0.1930891
273,0.6977667
274,11.427607
275,0.13718572
276,0.3986752
277,1.394934
278,0.3903135
279,0.22168194
280,0.21635962
281,0.19481187
282,0.12373598
283,0.74615
284,0.21635962
285,0.27394375
286,0.13718572
287,0.9350448
288,0.25607088
289,0.3986752
290,0.13718572
291,0.123922415
292,0.29141152
293,0.14415373
294,0.8304607
295,0.98117894
296,0.19535655
297,0.14130375
298,0.13718572
299,0.13718572
300,0.12795225
301,0.512153
302,0.87478787
303,0.7456507
304,0.121477455
305,0.1234484
306,0.21967725
307,0.19159634
308,0.28166214
309,0.13718572
310,0.13718572
311,0.44827598
312,0.86813205
313,0.22168194
314,0.13718572
315,0.3986752
316,0.14067449
317,2.149394
318,0.11038109
319,0.1825831
320,0.13718572
321,0.11529507
322,0.7973664
323,0.1497598
324,0.48910773
325,0.48066866
326,0.365118
327,0.13718572
328,0.13718572
329,0.36676323
330,0.13718572
331,0.13718572
332,0.17567334
333,0.2523704
334,0.970904
335,0.2811294
336,0.12450525
337,0.78226143
338,0.39733875
339,0.45228797
340,0.13390735
341,0.22927034
342,0.13718572
343,1.0804305
344,0.11087287
345,0.12228879
346,3.7845423
347,3.273966
348,0.11207115
349,0.3066107
350,0.13718572
351,0.5539689
352,0.13718572
353,0.124570675
354,0.13718572
355,0.13718572
356,0.3986752
357,0.8304607
358,0.60578537
359,0.3986752
360,0.19021876
361,3.1075554
362,0.6977667
363,0.970904
364,0.50385916
365,0.53958815
366,0.13718572
367,0.13718572
368,0.13718572
369,0.1958684
370,0.13718572
371,0.3986752
372,0.6977667
373,0.13718572
374,1.4501313
375,2.517861
376,0.49976504
377,0.27394375
378,0.4058904
379,0.13718572
380,2.9071715
381,0.53958815
382,0.52209795
383,0.13718572
384,1.7096679
385,0.39452946
386,0.5126298
387,0.13718572
388,0.17567381
389,0.098997965
390,0.13718572
391,0.16071345
392,0.13894007
393,0.438156
394,0.13718572
395,0.13718572
396,1.9096514
397,0.35200176
398,0.13718572
399,0.41709012
400,0.13718572
401,0.46716076
402,1.6558243
403,2.5026963
404,0.3506749
405,0.12696204
406,0.15804258
407,0.117204115
408,0.12364578
409,0.13718572
410,0.13718572
411,1.0115105
412,0.09008226
413,0.21158993
414,0.13718572
415,3.809519
416,0.13718572
417,0.13718572
418,0.13718572
419,0.13718572
420,0.3853211
421,1.3853079
422,0.3986752
423,0.9383829
424,0.14532396
425,0.19635779
426,0.13718572
427,0.13718572
428,1.0889031
429,0.48519945
430,0.8155442
431,0.673722
432,0.116171464
433,0.13718572
434,0.10818127
435,0.8158536
436,0.13566986
437,0.8710341
438,0.5625861
439,0.6307029
440,0.13850547
441,0.16628441
442,0.25067756
443,0.18900171
444,0.14532396
445,0.35066262
446,0.2254732
447,0.21144205
448,0.3986752
449,0.6443569
450,0.3986752
451,0.20966345
452,0.16938627
453,0.24023207
454,0.43917912
455,0.19662288
456,0.3967983
457,0.13718572
458,0.56130916
459,0.5717864
460,18.06727
461,1.2494627
462,0.3986752
463,0.5934853
464,0.5638693
465,0.13718572
466,0.13718572
467,0.13718572
468,0.13718572
469,0.3159727
470,0.3986752
471,0.37676603
472,0.19021876
473,0.13718572
474,1.0286573
475,1.3853079
476,0.13718572
477,0.10721936
478,0.13671918
479,0.13718572
480,0.13718572
481,0.13718572
482,0.13251615
483,0.3986752
484,0.89675796
485,0.4403829
486,0.5162505
487,0.12678647
488,0.13718572
489,2.316966
490,0.2008746
491,0.13718572
492,0.41889644
493,0.13718572
494,0.35914582
495,0.114240006
496,0.16071345
497,0.13718572
498,5.409766
499,0.13718572
500,0.13718572
501,0.52712035
502,0.44822842
503,0.13718572
504,1.1656704
505,0.7352611
506,0.9917195
507,0.14111498
508,0.9755339
509,0.3226422
510,0.1671125
511,0.10313938
512,0.22760093
513,0.13718572
514,0.116171464
515,0.13718572
516,0.25067756
517,0.59247434
518,0.96257573
519,0.45664704
520,0.43356508
521,0.49022484
522,0.6564717
523,1.4304969
524,0.19021876
525,0.5655977
526,0.16754921
527,0.17027412
528,0.121477455
529,0.111265406
530,0.13718572
531,0.59702563
532,0.115874834
533,0.09660204
534,0.13718572
535,0.100131884
536,0.13718572
537,0.126046
538,0.35989094
539,0.17421514
540,0.7235634
541,0.13718572
542,0.24237955
543,0.14368737
544,0.12152832
545,0.13718572
546,0.3813504
547,0.13708957
548,0.12713146
549,0.1344787
550,0.13718572
551,0.29425022
552,0.5336457
553,0.13914324
554,0.13800542
555,0.37186855
556,0.13491748
557,0.21635962
558,0.13718572
559,0.14927319
560,0.27566877
561,0.70838577
562,0.10529875
563,0.13718572
564,0.13718572
565,0.12503418
566,0.17753257
567,0.13718572
568,0.20344564
569,0.10727049
570,0.13718572
571,0.13718572
572,0.8304607
573,0.26558638
574,0.13718572
575,0.13718572
576,0.26113987
577,0.13718572
578,0.13718572
579,0.37628704
580,0.13718572
581,0.13718572
582,0.13718572
583,0.13718572
584,0.83905596
585,0.1036471
586,0.13718572
587,0.55853516
588,2.4287171
589,0.16365027
590,0.53728735
591,0.34484804
592,2.305556
593,0.12949333
594,0.13151576
595,0.16312166
596,0.16407596
597,0.13718572
598,0.13763747
599,0.13718572
600,0.11666644
601,0.15180714
602,0.13718572
603,0.12119417
604,0.236368
605,0.09794709
606,0.12050034
607,0.13718572
608,0.112890765
609,0.43713695
610,0.384452
611,0.7095075
612,0.13718572
613,0.13718572
614,0.13718572
615,0.9285417
616,0.3986752
617,0.27168152
618,0.5220979
619,0.16071345
620,0.39651743
621,0.13718572
622,0.13718572
623,0.47194695
624,0.3986752
625,0.3986752
626,0.8304607
627,0.13718572
628,0.11845713
629,0.19021876
630,0.22670242
631,0.13718572
632,0.19021876
633,0.13718572
634,0.5385379
635,0.30710158
636,0.13718572
637,0.22561458
638,0.25088114
639,0.12333258
640,0.4911911
641,0.79440075
642,0.1494893
643,0.13718572
644,0.110381074
645,0.13718572
646,0.8304607
647,0.16071345
648,0.13718572
649,0.19021876
650,0.25421688
651,0.83676773
652,0.13718572
653,0.17773548
654,0.12565385
655,0.3986752
656,0.3351118
657,0.13718572
658,0.13718572
659,0.15309137
660,0.5683245
661,0.23215061
662,0.13718572
663,1.045153
664,0.10378674
665,0.34026682
666,0.17346227
667,0.13718572
668,0.6977667
669,0.19021876
670,0.1347735
671,0.10169709
672,0.123636834
673,0.59006524
674,0.13718572
675,0.13718572
676,0.5406273
677,0.7269433
678,0.25067756
679,0.8122972
680,0.13718572
681,0.0878094
682,0.6084417
683,0.13718572
684,0.6977667
685,0.3986752
686,0.37186855
687,0.3986752
688,0.36477304
689,0.13718572
690,0.13718572
691,0.14174613
692,0.13227786
693,0.105891675
694,0.13718572
695,0.8583175
696,0.13718572
697,0.13718572
698,0.13718572
699,0.13718572
700,1.3853079
701,0.13718572
702,1.4756413
703,1.4756413
704,0.13718572
705,0.13718572
706,0.13976893
707,0.13718572
708,0.13951072
709,2.1623778
710,0.25188363
711,0.3657611
712,0.13718572
713,0.4784159
714,0.25067756
715,0.13718572
716,0.47258824
717,0.24937361
718,0.13718572
719,0.13718572
720,0.13718572
721,0.5744165
722,0.10985553
723,1.7638856
724,0.18050313
725,0.5220979
726,0.59186226
727,0.6977667
728,0.13718572
729,1.1176337
730,0.16518685
731,0.12909006
732,0.8779493
733,0.13718572
734,0.6977667
735,0.25067753
736,0.3986752
737,0.7056856
738,0.5220979
739,0.27845028
740,0.25067756
741,0.11163105
742,0.13718572
743,0.3986752
744,0.63034683
745,0.5220979
746,0.37186855
747,0.4991902
748,0.619699
749,0.13718572
750,0.3413949
751,0.15115762
752,0.3657611
753,0.1228172
754,1.716798
755,0.47258824
756,0.13718572
757,0.4484781
758,0.1234484
759,0.119934484
760,0.81507915
761,0.31699312
762,0.13496205
763,1.7611552
764,0.3657611
765,0.16071345
766,0.25067753
767,0.33145708
768,0.64489055
769,0.36523944
770,0.13718572
771,0.13718572
772,0.25067756
773,0.13718572
774,0.13718572
775,0.13718572
776,0.3986752
777,0.3986752
778,0.13718572
779,0.3986752
780,0.13718572
781,1.0286573
782,0.88058716
783,0.3986752
784,0.13718572
785,1.0286573
786,2.262466
787,1.1703626
788,0.13718572
789,0.3986752
790,0.13718572
791,0.13718572
792,0.13718572
793,2.9376829
794,0.13718572
795,0.13718572
796,0.13718572
797,0.3986752
798,0.13718572
799,1.5199162
800,0.3986752
801,0.19481187
802,0.13718572
803,0.13718572
804,0.18991177
805,0.13718572
806,0.10468678
807,0.28101283
808,0.3939793
809,0.13718572
810,0.40068597
811,0.43929374
812,0.40028307
813,0.16071345
814,0.11534923
815,0.4681282
816,0.21868628
817,0.13718572
818,0.13718572
819,0.13347238
820,0.21624155
821,0.11364065
822,0.43620235
823,0.13718572
824,0.25051996
825,0.39348263
826,0.19021876
827,0.13718572
828,0.114848964
829,0.18848929
830,1.0286573
831,0.251955
832,0.13515843
833,0.49650848
834,1.0286573
835,0.18144852
836,0.13718572
837,0.8669413
838,0.5850643
839,0.13129544
840,0.13718572
841,0.251955
842,0.14532396
843,0.13718572
844,0.37186855
845,0.13718572
846,0.1365501
847,0.3986752
848,0.14274034
849,0.14676912
850,0.17466927
851,0.13718572
852,0.48341483
853,0.13718572
854,0.37186855
855,0.7874625
856,0.3986752
857,1.0495913
858,0.13718572
859,0.84117156
860,0.12840194
861,0.13718572
862,0.25067753
863,0.3986752
864,0.4011611
865,0.58936644
866,0.3593439
867,0.12713146
868,0.9669779
